,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
0,793.0,US,1,2014,San Francisco Bay Area,BabyCenter,7.0,2012.0
1,793.0,US,3,2010,"Palo Alto, CA",WePay,8.0,2009.0
2,793.0,US,7,2012,San Francisco Bay Area,Responsys,6.0,2010.0
3,793.0,US,10,2015,San Francisco Bay Area,Dwell Media,4.0,2014.0
4,793.0,US,Present,Present,San Francisco Bay Area,"Internet, SEO, Email, SEM, Growth Strategy",5.0,2012.0
5,793.0,US,Present,Present,,Back On Your Feet Foundation,2.0,2013.0
6,793.0,US,11,2015,,Moishe House,9.0,2014.0
7,793.0,,Present,2014,,Zeta Eta Housing Corporation,,2012.0
8,793.0,US,1,2014,San Francisco Bay Area,BabyCenter,7.0,2012.0
9,793.0,US,3,2010,"Palo Alto, CA",WePay,8.0,2009.0
10,793.0,US,7,2012,San Francisco Bay Area,Responsys,6.0,2010.0
11,793.0,US,10,2015,San Francisco Bay Area,Dwell Media,4.0,2014.0
12,793.0,US,Present,Present,San Francisco Bay Area,"Internet, SEO, Email, SEM, Growth Strategy",5.0,2012.0
13,793.0,US,Present,Present,,Back On Your Feet Foundation,2.0,2013.0
14,793.0,US,11,2015,,Moishe House,9.0,2014.0
15,793.0,,Present,2014,,Zeta Eta Housing Corporation,,2012.0
0,794.0,US,Present,Present,"Mountain View, CA",Google,2.0,2006.0
1,794.0,US,Present,Present,,Google,2.0,2006.0
0,795.0,US,2,2015,San Francisco Bay Area,Pocket Gems,1.0,2012.0
1,795.0,US,11,2011,Greater Seattle Area,Amazon.com,7.0,2010.0
2,795.0,US,2,2010,"Austin, Texas Area",University of Texas at Austin,9.0,2009.0
3,795.0,US,5,2010,"Austin, Texas Area",The University of Texas at Austin,1.0,2010.0
4,795.0,US,Present,Present,"San Mateo, CA",Motif Investing,2.0,2015.0
5,795.0,,2,2015,,Swaram.org,8.0,2014.0
0,796.0,IN,Present,1993,,Tata Motors,,1989.0
1,796.0,US,Present,Present,,Wells Fargo Bank,3.0,2010.0
2,796.0,US,2,2010,,Teradata,3.0,2006.0
3,796.0,,2,2006,,Seecommerce,3.0,1999.0
4,796.0,US,Present,1993,,Telco,,1989.0
0,797.0,US,1,2012,"Oswego, IL","Medigroup, Inc.",12.0,2006.0
1,797.0,US,12,2006,,Biola University,6.0,2003.0
2,797.0,US,Present,Present,"Oswego, IL","Medigroup, Inc.",1.0,2009.0
0,798.0,US,2,2016,San Francisco Bay Area,Square,5.0,2011.0
1,798.0,BR,Present,Present,,Vialoure,8.0,2016.0
2,798.0,US,8,2009,San Francisco Bay Area,Rapleaf,5.0,2009.0
3,798.0,US,Present,Present,San Francisco Bay Area,"Simo, LLC",2.0,2016.0
4,798.0,US,5,2011,San Francisco Bay Area,Rapleaf,8.0,2009.0
0,799.0,US,Present,Present,"Irving, Dallas",eLan Technologies Inc,3.0,2014.0
1,799.0,US,Present,Present,San Francisco Bay Area,Gap Inc./ Gap,6.0,2015.0
2,799.0,US,3,2014,New Jersy,Siri InfoSolutions Inc,5.0,2013.0
3,799.0,,5,2015,"Providence, Rhode Island Area",CVS Health,4.0,2014.0
