cand_id,country,endYear,name,startYear
1261,AU,Present,b'University of Canberra',
1262,ZA,Present,b'University of South Africa/Universiteit van Suid-Afrika',
1262,ZA,Present,b'University of Pretoria/Universiteit van Pretoria',
1262,ZA,1992,b'University of Pretoria/Universiteit van Pretoria',1990
1262,ZA,1995,b'University of South Africa/Universiteit van Suid-Afrika',1993
1263,PT,Present,b'Instituto Superior T\xc3\x83\xc2\xa9cnico',
1263,PT,2009,b'Instituto Superior T\xc3\x83\xc2\xa9cnico',2004
1264,AU,Present,b'University of Technology Sydney',
1264,AU,1992,b'University of Technology Sydney',1987
1266,AU,Present,b'Swinburne University of Technology',
1266,AU,Present,b'Swinburne University of Technology',
1267,AU,Present,b'TAFE NSW',
1267,AU,2006,b'TAFE NSW',2003
1268,SG,Present,b'James Cook University',
1268,SG,2011,b'James Cook University',2009
1269,AU,Present,b'University of Sydney',
1269,AU,2005,b'Carlingford High School',2000
1269,AU,2012,b'University of Sydney',2006
1272,GB,Present,b'Birmingham City University',
1272,GB,1998,b'Birmingham City University',1996
1273,NL,Present,b'University of Groningen',
1273,,2004,b'Dutch Packaging Centre',2001
1273,NL,1995,b'University of Groningen',1989
1274,AU,Present,b'University of Wollongong',
1274,IN,Present,b'University of Pune',
1274,IN,1995,b'University of Pune',1991
1274,AU,2015,b'University of Wollongong',2013
1274,US,Present,b'St Vincents High school',
1276,,2017,b'Coraggio Leadership Program',2014
1276,AU,2014,b'The Executive Connection (TEC)',2008
1276,AU,2007,b'Australian College of Project Management',2007
1278,AU,Present,b'Federation University Australia',
1278,ZA,1980,b'Sir Pierre van Ryneveld High School',1979
1278,AU,2012,b'University of Ballarat',2011
1278,ZA,1984,"b'Germiston Technical College. Gauteng, South Africa'",1981
1280,AU,Present,b'University of Technology Sydney',
1280,AU,2003,b'University of Technology Sydney',1998
1281,AU,1982,b'Army Apprentice School Balcombe',1980
1282,AU,1988,b'Blakehurst High',1985
1282,AU,1991,b'St George TAFE',1989
1283,,1984,b'Ain Shams UniversityB.sc',1979
1284,AU,Present,b'Cumberland High Carlingford',
1284,AU,Present,b'Meadowbank TAFE',
1286,IN,Present,"b'Indian Institute of Technology (Banaras Hindu University), Varanasi'",
1286,IN,1982,"b'Indian Institute of Technology (Banaras Hindu University), Varanasi'",1977
1286,IN,1977,b'Sardar Patel Vidyalaya',1965
1291,AU,Present,b'TAFE NSW',
1291,AU,1968,b'Patrician Brothers Fairfield',1962
1291,AU,1972,b'TAFE',1969
1292,US,Present,b'Purdue University',
1292,AU,Present,b'Australian Graduate School of Management',
1292,IN,Present,b'Annamalai University',
1292,US,Present,b'Purdue University',
1292,AU,2009,b'Australian Graduate School of Management',
1292,IN,Present,b'Annamalai University',
1293,AU,Present,b'TAFE NSW- Sydney Institute Higher Education',
1293,AU,Present,b'TAFE NSW- Sydney Institute',1990
1296,,Present,b'Rhodes University',
1296,ZA,Present,b'University of the Witwatersrand',
1296,ZA,1991,b'Port Elizabeth Technikon',1988
1296,ZA,1981,b'Rhodes University',1978
1296,ZA,1983,b'University of the Witwatersrand',1978
1297,AU,1992,b'University of Western Sydney',1989
1298,AU,Present,b'Box Hill Institute',
1298,AU,Present,b'Box Hill Institute',
1298,AU,Present,b'Wodonga Technical College',
1300,GB,1986,b'Solihull Sixth Form College',1985
1300,AU,1985,b'Malvern Hall',1981
1305,AU,Present,b'EAST HILLS BOYS HIGH SCHOOL + BANKSTOWN TAFE',
1305,US,1975,b'East Hills High School',1972
1306,AU,Present,b'TAFE NSW- Sydney Institute Higher Education',
1306,AU,Present,b'Charles Sturt University',
1306,AU,Present,"b'TAFE NSW, Western Sydney'",
1306,AU,1991,b'TAFE NSW- Sydney Institute',1989
1306,,2000,b'TAFE NSW \xc3\xa2\xc2\x80\xc2\x93 Western Sydney Institute',1998
1306,AU,2004,b'Charles Sturt University',2001
1308,US,Present,b'Cumberland High School',
1309,GB,1984,b'Yarm School',1981
1310,AU,Present,b'TAFE NSW- Sydney Institute Higher Education',
1310,AU,2015,b'TAFE NSW- Sydney Institute',2014
1310,AU,1979,"b'Marist Brothers, Westmead'",1975
1310,AU,1998,b'Petersham College of TAFE',1995
1311,AU,1982,b'Patrician Brothers Blacktown',1979
1314,US,1999,b'St Simon stock',1993
1315,AU,Present,b'University of Newcastle',
1315,AU,Present,b'TAFE NSW',
1315,AU,1993,b'Broadmeadow High School',1988
1315,AU,1994,b'University of Newcastle',1990
1315,AU,Present,b'TAFE',2014
1323,PH,Present,b'Saint Louis University (PH)',
1323,AU,Present,b'Chiefly Business School',
1323,PH,Present,b'Saint Louis University (PH)',
1328,AU,Present,b'University of New England (AU)',
1328,GB,Present,b'Aston University',
1328,,Present,b'Rockwell Green Belt Training',
1328,AU,2007,b'University of New England (AU)',2004
1328,GB,1978,b'Aston University',1973
1331,AU,2003,b'Australian Defense Force',2000
1331,AU,1999,b'MacKillop Senior College',1997
1333,AU,Present,b'Swinburne University of Technology',
1333,AU,Present,b'Swinburne University of Technology',
1333,AU,Present,b'Oxley College',
1334,AU,Present,b'University of Wollongong',
1334,AU,Present,b'Mt Eliza Business School',
1334,AU,1986,b'University of Wollongong',1983
1334,AU,2013,b'Mt Eliza Business School',2013
1337,JM,1983,b'University Of Technology',1980
1338,AU,Present,b'Marist Brother Parramatta',
1339,LK,Present,b'University of Peradeniya',
1339,LK,Present,b'University of Colombo',
1339,LK,2008,b'University of Colombo',2004
1339,LK,1995,b'University of Peradeniya',1992
1340,GB,Present,b'University of the West of Scotland',
1340,GB,Present,b'Abertay University',
1340,GB,2002,b'University of the West of Scotland',1998
1340,GB,1992,b'Abertay University',1991
1345,AU,1980,b'Pendle Hill High School',1975
1348,AU,Present,b'TAFE NSW',
1348,AU,1992,b'TAFE',1992
1348,AU,1991,b'Cambridge Park High School',1986
1349,AU,Present,b'TAFE NSW Higher Education',
1349,AU,2001,b'Gilroy College - Castle Hill',1996
1349,AU,2004,b'TAFE NSW Higher Education',2002
1350,GB,Present,b'Oakhill College ',
1351,AU,Present,b'Australian Institute of Business',
1351,AU,2014,b'Australian Institute of Business',2014
1351,AU,1987,"b""St Augustine's College - Sydney""",1980
1351,AU,2016,b'Australian Institute of Business',2014
1354,AU,1973,b'Greystanes High School NSW',1970
1355,IN,1989,b'B.E.(Elect) MSU Baroda India',1985
1356,IN,Present,b'AIM Education & Training',
1356,,Present,"b'Seven Hills High School, Granville TAFE, UTS, Blacktown TAFE, Lidcombe TAFE, Nepean TAFE'",
1356,AU,2015,b'Australian Institute of Management',2014
1356,AU,2017,b'Australian Institute of Management',2016
1358,AU,Present,b'UNSW',
1358,AU,1976,b'UNSW',1972
1358,AU,1978,b'University of New South Wales',1975
1364,IE,1997,b'BOHERBUE COMPREHENSIVE',1992
1365,RS,1988,b'Uneversity of Belgrade',1978
1365,RS,1978,b'Peta Beogradska Gimnazija',1974
1367,AU,Present,b'Thomas Reddall High School',
1368,AU,Present,b'The University of Sydney Business School',
1368,US,2007,b'IAU',2003
1368,AU,2019,b'The University of Sydney Business School',2017
1368,,2012,b'School of News and Media Studies',2010
1369,ZW,Present,b'Salisbury Polytechnique',
1370,AU,Present,b'Western Sydney University',
1370,IN,Present,b'AIM Education & Training',
1370,AU,2014,b'Australian Institute of Management',2014
1370,AU,2015,b'Australian Institute of Management',2015
1370,AU,2012,b'University of Western Sydney',2010
1371,AU,Present,b'University of Technology Sydney',
1371,AU,2005,"b'University of Technology, Sydney'",1999
1371,AU,2010,"b'University of Technology, Sydney'",2008
1373,AU,Present,b'TAFE NSW',
1373,AU,1996,b'TAFE',1993
1373,AU,1992,b'Epping Boys High School',1987
1375,AU,Present,b'University of South Australia',
1375,AU,1996,b'University of South Australia',1992
1376,AU,Present,b'RMIT University',
1376,AU,Present,b'RMIT University',
1376,AU,Present,b'Barrenjoey High School',
1378,AU,Present,b'University of South Australia',
1378,AU,1997,b'University of South Australia',1991
1381,AU,Present,b'Monash University',
1381,AU,1998,b'Oxley College',1993
1381,AU,2005,b'Monash University',1999
1386,SG,Present,b'Singapore Polytechnic',
1386,SG,Present,b'Nanyang Technological University',
1386,SG,1992,b'Singapore Polytechnic',1990
1386,SG,2000,b'Nanyang Technological University',1997
1389,AR,Present,b'Facultad de Inform\xc3\x83\xc2\xa1tica within Universidad Nacional de La Plata',
1389,AR,2011,b'Facultad de Inform\xc3\x83\xc2\xa1tica within Universidad Nacional de La Plata',2004
1389,AR,Present,b'Facultad de Inform\xc3\x83\xc2\xa1tica within Universidad Nacional de La Plata',
1390,AU,1988,b'Tasmanian Training Authority',1988
1390,AU,2004,b'Blacktown TAFE NSW',2002
1390,AU,1986,b'Ulverstone High School',1983
1391,NZ,Present,b'Auckland University of Technology',
1391,NZ,1989,b'AUT University',1987
1391,NZ,1986,b'Westlake Boys High School',1982
1392,US,Present,b'Ridgeway Middle School',
1392,GB,1994,"b'Brooklands Collage, Weybridge'",1990
1392,US,1988,b'St Augustines',1985
1393,GB,Present,b'England UK',
1394,IE,Present,b'Cork Institute of Technology',
1394,IE,Present,b'Dublin Business School',
1394,IE,Present,b'Dublin City University',
1394,IE,2001,b'Dublin City University',1997
1394,IE,2003,b'Cork Institute of Technology',2001
1394,IE,2006,b'Dublin Business School',2005
1397,IE,Present,b'Cork Institute of Technology',
1397,IE,Present,b'Dublin City University',
1397,IE,2007,b'Dublin City University',2005
1397,IE,2005,b'Cork Institute of Technology',2002
1398,IE,Present,"b'National University of Ireland, Galway'",
1398,IE,2007,"b'National University of Ireland, Galway'",2003
1399,IE,Present,b'University of Limerick',
1399,AU,2013,b'Lidcombe TAFE',2012
1399,IE,1998,"b'Convent of Mercy, Doon, Co. limerick'",1993
1399,IE,2004,b'University of Limerick',2000
1400,IE,Present,b'University College Cork',
1400,IE,Present,b'University College Cork',
1404,IN,Present,b'Koneru Lakshmaiah College of Engineering',
1404,IN,Present,b'Annamalai University',
1404,IN,1983,"b'CGTM Jr.College,Rajahmundry'",1981
1404,IN,1992,b'Annamalai University',1991
1404,IN,1987,b'Koneru Lakshmaiah College of Engineering',1983
1405,AU,Present,b'Western Sydney University',
1405,AU,Present,b'University of Western Sydney',
1405,AU,Present,b'The Scots College',
1408,CN,Present,b'Tongji University',
1408,CN,2007,b'Tongji University',2003
1411,CN,Present,b'Wuhan University',
1411,CN,2004,b'Chinese Academy of Science',2002
1411,CN,1995,b'Wuhan University',1991
1411,CN,Present,b'Wuhan University',
1411,CN,2004,b'Chinese Academy of Science',2002
1411,CN,1995,b'Wuhan University',1991
1413,IN,Present,b'Jawaharlal Nehru Technological University',
1413,IN,Present,"b'St Judes School, Hyderabad, India'",
1413,IN,2006,b'Jawaharlal Nehru Technological University',2002
1415,IN,2000,"b'National Institute of Engineering, Mysore'",1996
1418,IE,Present,b'University College Cork',
1418,IE,1997,b'University College Cork',1993
1418,IE,2000,b'University College Cork',1999
1420,IE,Present,b'University of Limerick',
1420,IE,2008,b'University of Limerick',2004
1421,PH,Present,b'Pamantasan ng Lungsod ng Maynila',
1421,PH,2001,b'Pamantasan ng Lungsod ng Maynila',1996
1422,IN,Present,b'Jawaharlal Nehru Technological University',
1422,IN,2003,b'JNT University',1999
1423,NZ,Present,b'Unitec Institute of Technology',
1423,NZ,Present,b'Unitec Institute of Technology',
1424,US,1981,b'St George Technical College',1979
1424,AU,1983,b'Ultimo Technical College',1982
1424,US,1984,b'St George Technical College',1984
1425,IE,Present,b'Dublin City University',
1425,IE,2008,b'Dublin City University',2004
1425,DE,2007,b'Fachhochschule Reutlingen',2007
1427,AU,Present,b'Victoria University',
1427,AU,1996,b'Victoria University',1992
1429,AU,Present,b'Western Sydney University',
1429,AU,2010,b'Western Sydney University',2005
1429,US,2012,b'Business Finance for Managers',2012
1429,US,2013,b'ABB University',2013
1433,FI,Present,b'Aalto University',
1433,US,2007,b'College of Information Technology',2002
1433,FI,2014,b'Aalto University',2011
1433,FI,2010,b'Aalto University',2008
1437,IE,Present,b'Limerick Institute of Technology',
1437,IE,2010,b'Limerick Institute of Technology',2006
1438,IE,Present,"b'National University of Ireland, Galway'",
1438,IE,Present,b'Rosscarbery',
1438,IE,1995,"b'National University of Ireland, Galway'",1992
1439,IE,Present,b'Cork Institute of Technology',
1439,IE,2007,b'Cork Institute of Technology',2002
1439,IE,2016,"b'Institute of Technology, Sligo'",2013
1440,IE,Present,b'Dundalk Institute of Technology',
1440,GB,Present,b'University of the West of Scotland',
1440,GB,1999,b'University of the West of Scotland',1988
1440,IE,1997,b'Dundalk Institute of Technology',1993
1443,AU,Present,b'The Australian National University',
1443,AU,1983,b'Port Macquarie High School',1978
1443,AU,1988,b'The Australian National University',1984
1444,AU,2002,b'Brisbane Boys College',1995
1444,AU,2002,b'Brisbane Boys College',1995
1445,AU,Present,b'Australian Graduate School of Management',
1445,AU,Present,b'Swinburne University of Technology',
1445,AU,2009,b'Australian Institute of Company DIrectors',2009
1445,AU,1982,b'Swinburne University of Technology',1979
1445,AU,2004,b'Australian Graduate School of Management',2000
1446,AU,Present,b'Macquarie Graduate School of Management',
1446,AU,2012,b'Macquarie Graduate School of Management',2011
1450,IE,Present,b'Dublin Institute of Technology',
1450,IE,Present,b'Dublin City University',
1450,IE,2006,b'Dublin City University',2002
1450,IE,2008,b'Dublin Institute of Technology',2007
1451,GB,Present,b'University of Aberdeen',
1451,GB,Present,b'University of St Andrews',
1451,GB,1998,b'University of Aberdeen',1997
1451,GB,1997,b'University of St Andrews',1993
1452,IE,Present,b'Cork Institute of Technology',
1452,IE,Present,b'University College Dublin',
1452,IE,Present,b'University College Cork',
1452,IE,2005,b'University College Cork',2003
1452,IE,2002,b'Cork Institute of Technology',1998
1452,IE,2008,b'University College Dublin',2007
1453,IE,Present,b'Dublin Institute of Technology',
1453,IE,Present,b'Trinity College Dublin',
1453,IE,1998,b'Dublin Institute of Technology',1995
1453,AU,2016,b'MBH Training',2014
1453,IE,2000,"b'Trinity College, Dublin'",1998
1454,IE,Present,"b'National University of Ireland, Galway'",
1454,IE,2008,"b'National University of Ireland, Galway'",2003
1455,IE,Present,b'Maynooth University',
1455,GB,Present,b'Ulster University',
1455,GB,2001,b'Ulster University',2000
1455,IE,1999,"b'National University of Ireland, Maynooth'",1996
1456,IE,Present,b'University College Cork',
1456,IE,Present,b'University College Cork',
1457,IE,Present,b'Maynooth University',
1457,IE,2007,"b'National University of Ireland, Maynooth'",2003
1458,IE,Present,b'Maynooth University',
1458,IE,2006,b'Maynooth University',2002
1459,IE,Present,"b'National University of Ireland, Galway'",
1459,IE,2011,"b'National University of Ireland, Galway'",2007
1459,IE,2011,"b'National University of Ireland, Galway'",2007
1460,IE,Present,b'University College Dublin',
1460,IE,2007,b'University College Dublin',2003
1460,AU,2013,b'Medicines Australia',2013
1460,IE,Present,"b""St Mac Dara's, Templeogue, Dublin""",
1461,IE,Present,b'University College Dublin',
1461,IE,1997,b'University College Dublin',1993
1462,IE,Present,"b'National University of Ireland, Galway'",
1462,AU,2012,b'Safetynet Management Solutions',2011
1462,IE,2000,"b'National University of Ireland, Galway'",1996
1463,IE,Present,b'Dublin City University',
1463,IE,Present,b'Dublin City University',
1465,IE,Present,b'Cork Institute of Technology',
1465,IE,Present,b'University College Cork',
1465,IE,2008,b'University College Cork',
1465,IE,2011,b'Cork Institute of Technology',
1466,IE,Present,b'Dublin City University',
1466,IE,2010,b'Dublin City University',2006
1466,,2011,b'Napier University',2010
1467,IE,2011,b'NUIG',2010
1467,US,2010,b'UCC',2006
1468,IE,Present,"b'National University of Ireland, Galway'",
1468,IE,2003,"b'National University of Ireland, Galway'",1999
1468,IE,1999,"b'National University of Ireland, Galway'",1995
1469,IE,Present,b'University College Cork',
1469,IE,2007,b'University College Cork',2003
1469,IE,2011,b'University College Cork',2010
1469,IE,2008,b'University College Cork',2007
1470,GB,Present,b'Queen Mary University of London',
1470,IE,Present,b'Trinity College Dublin',
1470,IE,2007,"b'Trinity College, Dublin'",2003
1470,GB,2009,"b'Queen Mary, U. of London'",2008
1471,GB,Present,b'Ulster University',
1471,IE,Present,"b'National University of Ireland, Galway'",
1471,GB,2000,b'Ulster University',1996
1471,IE,2002,"b'National University of Ireland, Galway'",2000
1472,AU,Present,b'TAFE NSW _ South Western Sydney Institute',
1472,IE,Present,"b'National University of Ireland, Galway'",
1472,IE,Present,b'University of Limerick',
1472,AU,2015,b'TAFE NSW _ South Western Sydney Institute',2014
1472,IE,2007,"b'National University of Ireland, Galway'",2006
1472,IE,2006,b'University of Limerick',2002
1473,IE,Present,b'University of Limerick',
1473,IE,2011,b'University of Limerick',2006
1474,IE,Present,b'Dublin City University',
1474,IE,2009,b'Dublin City University',2005
1475,IE,Present,b'University of Limerick',
1475,IE,2005,b'University of Limerick',2001
1476,IE,Present,"b'Institute of Technology, Sligo'",
1476,IE,Present,b'University College Dublin',
1476,IE,2014,"b'Institute of Technology, Sligo'",2013
1476,IE,2012,b'University College Dublin',2010
1476,IE,2010,b'University College Dublin',2007
1477,AU,Present,b'University of Newcastle',
1477,IE,Present,b'Dublin City University',
1477,IE,2004,b'Dublin City University',2000
1477,AU,2017,b'University of Newcastle',2014
1478,IE,Present,b'University College Cork',
1478,IE,2006,b'University College Cork',2002
1478,IE,2007,b'University College Cork',2006
1479,GB,Present,b'Ulster University',
1479,IE,Present,"b'National University of Ireland, Galway'",
1479,GB,2010,b'University of Ulster',2008
1479,IE,Present,"b'National University of Ireland, Galway'",
1480,IE,Present,"b'Institute of Technology, Sligo'",
1480,AU,Present,b'University of Melbourne',
1480,IE,2017,"b'Institute of Technology, Sligo'",2013
1480,AU,2002,b'University of Melbourne',1999
1480,AU,1998,b'Caulfield Grammar School',1993
1481,IE,Present,b'Limerick Institute of Technology',
1481,GB,2009,b'University College London (UCL)',2008
1481,IE,Present,b'Limerick Institute of Technology',
1482,IE,2005,"b'Institute of Technology, Sligo'",2000
1483,IE,Present,"b'Institute of Technology, Tallaght'",
1483,IE,2001,"b'Institute of Technology, Tallaght'",1997
1484,IE,1996,b'Waterford Institute of Technology',1994
1484,IE,2000,"b'Institute of Technology, Carlow'",1998
1485,IE,Present,"b'National University of Ireland, Galway'",
1485,IE,2003,"b'National University of Ireland, Galway'",2002
1485,IE,2002,"b'National University of Ireland, Galway'",1998
1486,AU,2003,b'University of Wollongong',1998
1486,AU,2003,b'University of Wollongong',2003
1486,AU,2002,b'University of Wollongong',1998
1487,NL,Present,b'University of Amsterdam',
1487,NL,1991,b'Universiteit van Amsterdam',1987
1488,US,Present,b'Heidelberg University',
1488,DE,Present,b'University of Kaiserslautern',
1488,DE,2007,b'Technische Universit\xc3\x83\xc2\xa4t Kaiserslautern',2002
1488,DE,2011,b'Ruprecht-Karls-Universit\xc3\x83\xc2\xa4t Heidelberg / University of Heidelberg',2008
1489,AU,Present,b'University of Sydney',
1489,AU,Present,b'La Trobe University',
1489,AU,2002,b'University of Sydney',2002
1489,AU,2001,b'La Trobe University',1998
1489,AU,2001,b'La Trobe University',1998
1490,AU,Present,b'RMIT University',
1490,AU,Present,b'Monash University',
1490,AU,1999,b'RMIT University',1998
1490,AU,1997,b'Monash University',1994
1491,AU,1984,"b'University of Queensland, Brisbane, Australia'",1984
1491,AU,1999,"b'University of NSW, Sydney, Australia'",1994
1491,AU,1983,"b'University of Queensland, Brisbane, Australia'",1981
1495,NL,Present,b'Maastricht University',
1495,NL,2004,b'Maastricht University',1999
1495,ES,2000,"b'Escuela Oficial de Idiomas, Salamanca, Spain'",1999
1495,GB,2004,"b'Results Coaching, UK (Member of ICF, International Coach Federation)'",2003
1496,AU,Present,b'QUT (Queensland University of Technology)',
1496,AU,Present,b'Queensland University of Technology',
1498,AU,Present,b'University of Technology Sydney',
1498,AU,Present,b'University of Sydney',
1498,AU,2008,b'University of Sydney',2005
1498,AU,2004,"b'University of Technology, Sydney'",2001
1499,AU,Present,b'Mt Eliza Business School',
1499,AU,Present,b'TAFE NSW',
1499,AU,Present,b'Curtin University',
1499,AU,2014,b'TAFE',2012
1499,AU,2006,b'Curtin University of Technology',2005
1499,AU,2014,b'Mt Eliza Business School',2014
1501,AU,Present,b'Buckley Park High School',
1501,AU,1979,b'Swinburne University',1976
1504,DK,Present,b'Aarhus University',
1504,DK,1995,b'Aarhus University',1988
1504,FR,1988,b'Centre Equestre Le Bois Moret',1987
1504,DK,2000,b'Aarhus University',1995
1505,FR,Present,b'Universit\xc3\x83\xc2\xa9 Paris Descartes',
1505,AU,Present,b'UNSW Business School',
1505,FR,Present,b'Universit\xc3\x83\xc2\xa9 Paris Descartes',
1505,AU,2016,b'UNSW Business School',2016
1505,FR,Present,b'Universit\xc3\x83\xc2\xa9 Paris Descartes',
1506,IN,Present,b'AIM Education & Training',
1506,,1995,"b'L\xc3\xa2\xc2\x80\xc2\x99Universit\xc3\x83\xc2\xa9 Paris 7, Paris, France'",1992
1506,AU,1990,b'Department of Microbiology University of N.S.W. Australia',1989
1506,AU,2013,b'Australian Institute of Management',2013
1507,AU,Present,b'University of Melbourne',
1507,AU,Present,b'La Trobe University',
1507,AU,1999,b'La Trobe University',1996
1507,AU,Present,b'University of Melbourne',2001
1508,MT,Present,b'University of Malta',
1508,MT,1986,"b""L-Universit\xc3\x83\xc2\xa0 ta' Malta""",1982
1509,AU,Present,b'Australian Catholic University',
1509,AU,Present,b'Australian Catholic University',
1510,AU,Present,b'University of South Australia',
1510,AU,2004,b'Torrens Valley Christian School',1992
1510,AU,2008,b'University of South Australia',2005
1511,ZA,Present,b'University of the Witwatersrand',
1511,GB,Present,"b'University of Wales, Cardiff'",
1511,GB,1998,"b'University of Wales, Cardiff'",
1511,ZA,1986,b'University of the Witwatersrand',
1511,GB,1995,"b'University of Wales, Cardiff'",
1512,PH,Present,b'University of the Philippines',
1512,PH,Present,b'Asian Institute of Management',
1512,PH,1983,b'University of the Philippines',1979
1512,PH,1997,b'Asian Institute of Management',1997
1513,AU,Present,b'University of Adelaide',
1513,AU,Present,b'Aeropower',2007
1513,AU,1996,b'University of Adelaide',1993
1513,AU,1996,b'University of Adelaide',1993
1515,AU,Present,b'Monash University',
1515,AU,Present,b'University of Melbourne',
1515,AU,2015,b'Monash University',2013
1515,AU,2009,b'University of Melbourne',2006
1515,AU,2009,b'University of Melbourne',2009
1517,FR,Present,b'Universit\xc3\x83\xc2\xa9 de Bordeaux',
1517,FR,2012,b'Universit\xc3\x83\xc2\xa9 de Bordeaux',
1517,IR,2005,b'Science & Research University of Tehran',2000
1517,FR,2008,b'University of Montesquieu - Bordeaux IV',2007
1518,AU,Present,b'University of South Australia',
1518,AU,2007,b'University of South Australia',2004
1520,AU,Present,b'Monash University',
1520,AU,2007,b'Pharmaceutical Society of Australia',2007
1520,AU,2005,b'Monash University',2002
1521,NZ,Present,b'University of Auckland',
1521,NZ,2005,b'University of Auckland',2001
1522,AU,Present,b'APM Training Institute',
1522,CH,Present,b'Technology Competency',
1522,AU,Present,b'University Technology Sydney',
1524,AU,Present,b'University of Technology Sydney',
1524,AU,2010,b'University of Technology Sydney',2008
1524,AU,2014,b'Australian institute Management',
1525,AU,Present,b'Western Sydney University',
1525,AU,Present,b'University of Sydney',
1525,AU,Present,b'University of New England (AU)',
1525,AU,2019,b'University of New England (AU)',
1525,AU,Present,b'University of Western Sydney',
1525,AU,2017,b'University of Sydney',2016
1526,AU,Present,b'University of Technology Sydney',
1526,AU,2010,"b'University of Technology, Sydney'",2008
1526,AU,2011,b'University of Technology Sydney',2011
1526,AU,2017,b'University of Technology Sydney',
1527,US,Present,b'University of Southern California',
1527,AU,Present,b'Melbourne Business School',
1527,AU,2011,b'University of Melbourne - Melbourne Business School',2010
1527,US,2005,b'University of Southern California',2002
1528,AU,Present,b'Curtin University',
1528,AU,2002,b'Curtin University of Technology',2000
1528,AU,1995,b'Curtin University of Technology',1993
1529,AU,Present,b'University of South Australia',
1529,AU,2002,b'University of South Australia',2002
1529,AU,1999,b'University of South Australia',1997
1530,AU,Present,b'Australian Institute of Management South Australia',
1530,AU,Present,b'Flinders University',
1530,AU,2001,b'Deakin University',2000
1530,AU,1995,b'Flinders University',1994
1530,AU,2007,b'Australian Institute of Management South Australia',2007
1531,ZA,Present,"b""Pinetown Boys' High""",
1531,ZA,1985,b'Natal Technicon',1983
1532,AU,Present,b'TAFE NSW',
1532,AU,2016,b'Trainwell',2016
1532,AU,2011,b'TAFE',2010
1532,US,2016,b'APICS',2016
1533,,2004,b'Griffith University',2002
1533,AU,2013,b'The University of Queensland',
1533,AU,2014,b'Australian institute of management.',2014
1535,AU,Present,b'The University of Queensland',
1535,AU,2015,b'The University of Queensland',2014
1535,AU,2015,b'The University of Queensland',2014
1548,AU,Present,b'University of Wollongong',
1548,AU,1999,b'University of Wollongong',1995
1549,AU,Present,b'Macquarie Graduate School of Management',
1549,NZ,1981,"b'St Patricks College, Wellington, New Zealand'",1977
1549,AU,2000,b'Macquarie Graduate School of Management',1997
1549,GB,1995,b'Luton University (UK)',1993
1551,AU,Present,b'University of Technology Sydney',
1551,AU,Present,b'Melbourne Business School',
1551,AU,Present,b'The University of Queensland',
1551,AU,Present,"b'University of Technology, Sydney'",
1551,AU,Present,b'Melbourne Business School',
1551,AU,Present,b'The University of Queensland',
1552,AU,Present,b'UNSW',
1552,AU,Present,b'UNSW',
1553,AU,Present,b'Turramurra',
1554,AU,Present,b'QUT (Queensland University of Technology)',
1554,AU,Present,b'RMIT University',
1554,AU,2001,b'RMIT University',1998
1554,AU,2001,b'RMIT University',1998
1554,AU,1995,b'QUT (Queensland University of Technology)',1994
1562,AU,Present,b'RMIT University',
1562,AU,2008,b'RMIT University',2006
1563,IN,2007,b'Chhatrapati Shahu Institute of Business Education and Research',2003
1564,,Present,b'Lamar University',
1564,IN,2009,b'G.Z.S College of Engineering and Technology',2005
1564,US,2011,b'Lamar University',2010
1565,AU,Present,b'University of Melbourne',
1565,AU,Present,b'University of Melbourne',
1565,AU,2000,b'University of Melbourne',1998
1565,AU,Present,b'University of Melbourne',
1565,AU,Present,b'University of Melbourne',
1565,AU,2000,b'University of Melbourne',1998
1566,AU,Present,b'Victoria University',
1566,AU,Present,b'Swinburne University of Technology',
1566,AU,Present,b'Deakin University',
1566,AU,1995,b'Victoria University',1992
1566,AU,1999,b'Swinburne University of Technology',1996
1566,AU,2002,b'Deakin University',1999
1566,AU,Present,b'Victoria University',
1566,AU,Present,b'Swinburne University of Technology',
1566,AU,Present,b'Deakin University',
1566,AU,1995,b'Victoria University',1992
1566,AU,1999,b'Swinburne University of Technology',1996
1566,AU,2002,b'Deakin University',1999
1567,US,2004,b'Academy Of Interactive Entertainment',2004
1567,BE,1992,b'British School of Brussels',1988
1567,US,2004,b'Academy Of Interactive Entertainment',2004
1567,BE,1992,b'British School of Brussels',1988
1568,AU,2013,b'Australian College',2013
1568,AU,2008,b'Lidcombe TAFE',2005
1569,AU,Present,b'Charles Sturt University',
1569,AU,Present,b'Great Lakes College Tuncurry',
1569,AU,Present,b'Charles Sturt University',
1570,AU,Present,b'Monash University',
1570,AU,2006,b'Monash University',2004
1570,US,1998,b'De La Salle',1992
1571,AU,Present,b'RMIT University',
1571,AU,2000,b'Caulfield Grammar School',1998
1571,AU,2016,b'RMIT University',2014
1574,AU,Present,b'Macquarie University',
1574,AU,1999,b'Sydney University',1996
1574,AU,2004,b'Macquarie University',2002
1575,AU,Present,b'University of Technology Sydney',
1575,AU,2011,"b'University of Technology, Sydney'",2008
1575,AU,2011,"b'University of Technology, Sydney'",2007
1577,AU,Present,b'Macquarie University',
1577,AU,2012,b'Macquarie University',2009
1581,AU,Present,b'University of Technology Sydney',
1581,AU,Present,b'UNSW',
1581,AU,Present,b'University of Technology Sydney',
1581,AU,Present,b'UNSW',
1583,AU,2010,"b'University of Technology, Sydney'",2007
