,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
2,93.0,GB,Present,Present,"Stevenage, United Kingdom",ServerChoice,9.0,2015.0
3,93.0,GB,Present,Present,"Stevenage, United Kingdom",ServerChoice,1.0,2014.0
0,94.0,,12,2007,,ING,9.0,2004.0
1,94.0,NL,Present,Present,"Amsterdam Area, Netherlands",Credit Europe Bank N.V.,1.0,2012.0
2,94.0,NL,12,2011,Den Haag,NIBC Bank,6.0,2009.0
3,94.0,,5,2009,,Ordina,1.0,2008.0
4,94.0,,8,2004,,ING,1.0,2001.0
0,98.0,US,6,2015,"Lebanon, NH",Norris Cotton Cancer Center,1.0,2013.0
1,98.0,,Present,Present,LifeCycle Wellness Center in Queechee Vermont Starting in June 2016,Self-RenYou LLC,3.0,2010.0
2,98.0,US,Present,Present,"Lebanon, NH",ReThink Health UCRV & The Dartmouth Institute for Health Policy and Clinical Practice,6.0,2015.0
3,98.0,,Present,2016,,ReThink Health: UCRV,,2015.0
4,98.0,,Present,Present,,Dartmouth Hitchcock Medical Center,8.0,2008.0
5,98.0,,Present,Present,,Ledyard Charter School,,
6,98.0,,7,2015,,Self-RenYou LLC,7.0,2015.0
7,98.0,,5,2014,,Privately,5.0,2014.0
0,99.0,US,Present,Present,Palo Alto,"Fuze, Inc.",4.0,2015.0
1,99.0,CN,1,2015,Paris & Shanghai,Vocation City,6.0,2011.0
2,99.0,FR,5,2011,Paris,Garden,4.0,2007.0
3,99.0,FR,5,2010,"Paris Area, France",Universit̩ Paris Dauphine,1.0,2006.0
4,99.0,US,Present,Present,San Francisco Bay Area,Twitter,10.0,2016.0
